query,source_document,model,predicted_bm25_weight,predicted_dense_weight,preferred_retriever,best_baseline,bm25_mrr,dense_mrr,v3_mrr,bm25_ndcg,dense_ndcg,v3_ndcg,v3_rank,best_baseline_mrr,v3_mrr_gain,bm25_top_score,bm25_mean_score,bm25_score_gap,dense_top_similarity,dense_mean_similarity,dense_similarity_gap,overlap_ratio,rank_agreement,bm25_result_count,dense_result_count,failure_severity,retriever_winner,v3_status,query_type,signal_type,failure_amount,strong_bm25_signal,strong_dense_signal,analysis_overlap_ratio,analysis_rank_agreement
clothing sizes,"e revealed simultaneously. 22.​ If there is agreement, that estimate is used. 23.​ If there is disagreement, the highest and lowest estimators explain their reasoning. 24.​ The team re-estimates until consensus is reached. Advantage: Prevents anchoring bias (no one is influenced by others' estimates). Promotes discussion and shared understanding. 2. T-Shirt Sizing: T-Shirt sizing uses clothing sizes (XS, S, M, L, XL, XXL) to estimate the relative size of user stories. It is a quick, informal est",Extra Trees,0.021641,0.978359,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,9.071303884606367,1.5111800394111905,3.0308073751008315,0.5200743736767948,0.4088089811858836,0.036292297899221,0.1111111111111111,0.95,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1111111111111111,0.95
remaining hrs ideal," -5 (Behind) Day Work Done (hrs) Actual Remaining (hrs) Ideal Remaining (hrs) Variance 3 5 30 20 -10 (Behind) 4 15 15 10 -5 (Behind) 5 15 0 0 0 (Done!) Analysis: •​ The team was consistently behind the ideal burndown line from Day 1 to Day 4. •​ Day 3 was the worst day — only 5 hrs completed vs ideal 10 hrs, creating a 10-hour deficit. •​ Day 4 and Day 5 were high-productivity days (15 hrs each), allowing the team to catch up. •​ Sprint was completed on time despite being behind for most of the ",Extra Trees,0.46253,0.53747,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,11.566272991564958,8.202948206588577,0.0632136081169623,0.5146887334408694,0.4853441782906049,0.0066408492194246,0.6666666666666666,0.7,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.6666666666666666,0.7
skills diverse development,"s a cross-functional group that collectively possesses all the skills needed to deliver a working product Increment at the end of every Sprint. No single team member has all the skills, but together, the team does. Types of Skills in a Diverse Development Team: Skill Area Role Contribution Frontend Dev UI Developer Builds user-facing interfaces Backend Dev API/Server Developer Business logic, databases, APIs QA Engineer Tester Ensures quality, writes test cases DevOps Engineer Infrastructure CI/",Extra Trees,0.044096,0.955904,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.501441754656174,6.191835761528896,1.1756569509871646,0.5596105104955056,0.4686100905024502,0.0525410982199837,0.4285714285714285,0.9166666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.9166666666666666
independent modules salary,"are defined by law or HR policy — they do not change frequently. The incremental model is ideal when requirements are stable. •​ Modular Delivery: The system can be broken into independent modules (Salary, Tax, Reports), each delivered as a separate increment. Each module is fully functional and tested before the next begins. •​ Early Usability: HR can start using the Salary module even while the Tax module is being developed, providing immediate value. •​ Reduced Integration Risk: Since modules",Extra Trees,0.019452,0.980548,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,14.080367563052391,3.257068150602391,8.340829426173105,0.4951736464876977,0.4031590473226991,0.0165063222432487,0.1764705882352941,0.9333333333333332,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.9333333333333332
characteristics spike," Characteristics of a Spike: •​ Time-boxed: Has a fixed time limit (e.g., 2 days, 1 sprint). •​ Output is knowledge, not working code (though a PoC may be produced). •​ Results are shared with the team to inform future planning. Q22. Explain 3-5-3 Rule of Project Organization in Detail What is the 3-5-3 Rule? The 3-5-3 rule is a structural framework in Scrum that defines the number of roles, events, and artifacts in the Scrum framework. It helps teams and organizations remember the core componen",Extra Trees,0.083875,0.916125,Dense,Dense,0.1111111111111111,1.0,1.0,0.3010299956639812,1.0,1.0,1,1.0,0.0,5.4411705589698345,3.668357065194997,0.0431712033770752,0.5157352877390516,0.439440016091796,0.0001002241947711,0.3333333333333333,0.6799999999999999,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.6799999999999999
limits prevents team,"s: Identify signs of fatigue, process inefficiency, or scope creep early and address them before they become chronic issues. •​ Limit WIP (Work in Progress): Using Kanban-style WIP limits prevents team members from juggling too many tasks simultaneously, reducing cognitive load. •​ Team Wellbeing: Check in on team morale, encourage time off, and create a psychologically safe environment where members can say 'I can't take on more work.' UNIT 7: Scrum Roles, Certification & Scaling Q49. Explain R",Extra Trees,0.003666,0.996334,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,9.339420527317086,4.423364612973141,2.924141596273389,0.5184321468908223,0.4554558638070322,0.0455110083858235,0.3333333333333333,0.8,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.8
teams task autonomy,"by others outside the team. Self-organization does not mean chaos — it means the team has the authority and trust to make decisions within the boundaries set by the organization and the Product Owner. Autonomy in Self-Organizing Teams: •​ Task Autonomy: Team members choose which tasks to pick up from the Sprint Backlog rather than being assigned work by a manager. •​ Technical Autonomy: The team decides the technical approach, tools, and architecture to use for delivering the Sprint Goal. •​ Pro",Extra Trees,0.037109,0.962891,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,7.518843559444175,3.788846710692287,2.194225775072413,0.5903305681949171,0.5067782138953804,0.0465531787232089,0.3333333333333333,0.88,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.88
points planned sprint,"em. They are relative, not time-based. •​ During Sprint Planning, each backlog item is estimated in story points using techniques like Planning Poker, Fibonacci sequence (1, 2, 3, 5, 8, 13, 21...). •​ The total story points planned for the sprint become the Sprint capacity. •​ Each day, the team tracks: Story points completed vs. story points remaining. •​ This data feeds the Sprint Burndown Chart, showing actual progress vs. ideal burndown. •​ Velocity = Story points completed per sprint. This ",Extra Trees,0.130864,0.869136,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,8.192005741245374,3.3265860735465376,3.917143131256269,0.5562460937369194,0.5174088004115267,0.0173200194883368,0.1111111111111111,1.0,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1111111111111111,1.0
sprint execution," is the plan. •​ Activity: Define sprint goal, estimate stories, assign tasks, identify risks. DO → Sprint Execution The team executes the plan during the sprint. Developers code, test, and integrate. Daily Scrums ensure daily coordination and micro-adjustments. •​ Activity: Write code, run unit tests, do code reviews, deploy to staging. CHECK → Sprint Review At the end of the sprint, the team and stakeholders inspect the Increment against the Sprint Goal and acceptance criteria. Did the team de",Extra Trees,0.236764,0.763236,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,3.886710773097775,1.5047848866710043,0.2053951518083567,0.5665824790718906,0.531147292281269,0.0233837450709465,0.4285714285714285,0.8833333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.4285714285714285,0.8833333333333333
alignment captain communicates,"s on the most valuable features first, maximizing the return on investment. •​ Commanding Decisions (Sole Backlog Authority): The captain makes final call on direction. The PO has sole authority over the Product Backlog — no one overrides their ordering decisions. •​ Communication with the Crew (Team Alignment): The captain communicates the mission clearly. The PO communicates user stories, acceptance criteria, and the Sprint Goal so the team understands the 'why' behind each feature. •​ Respond",Extra Trees,0.016999,0.983001,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,11.364922885388712,4.010667143697861,1.5763256682667297,0.5062243949162051,0.4355221668608086,0.0188687819979414,0.25,0.95,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.95
sprint planning haves,"mportant but not critical. The product works without them but is less valuable. •​ Could Have (C): Nice-to-have features. Included only if time and budget permit. •​ Won't Have (W): Agreed to be excluded from the current scope but may be considered later. How it makes backlog items ready: By categorizing items, the team and stakeholders have a shared understanding of priority before Sprint Planning. Must-Haves are placed at the top of the backlog and refined first. Q28. Describe MoSCoW method as",Extra Trees,0.165148,0.834852,Tie,BM25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.4788113509954046,2.8037981130710463,0.2668114900468459,0.6253784764027688,0.5623701417795544,0.0105439493058351,0.1764705882352941,0.6666666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.6666666666666666
scrum,"h a cross-functional team collaborates to deliver a potentially shippable product increment. Key Characteristics: •​ Empirical Process Control: Scrum is based on transparency, inspection, and adaptation. •​ Time-boxed Sprints: Each Sprint is a fixed-length iteration (usually 2 weeks). •​ Defined Roles: Product Owner, Scrum Master, and Development Team. •​ Defined Events: Sprint Planning, Daily Scrum, Sprint Review, Sprint Retrospective. •​ Defined Artifacts: Product Backlog, Sprint Backlog, and ",Extra Trees,0.259079,0.740921,Tie,BM25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2971929921643366,1.1558270942518394,0.0822665344837481,0.5898432528524251,0.573287781146458,0.0009233966625769,0.1764705882352941,0.7333333333333334,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.7333333333333334
past team velocity,m's capacity before Sprint Planning so the team doesn't over-commit or under-commit. 3. Past Team Velocity: Velocity is the average number of story points the team completes per sprint over the last 3–5 sprints. It provides a data-driven basis for how much work the team can realistically pull into the new sprint. Scrum Master's Role: Track velocity over sprints and present historical velocity data to the team during Sprint Planning to anchor capacity decisions. Prevent teams from over-optimistic,Extra Trees,0.003229,0.996771,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,12.306010823837276,4.618241981709245,6.28245306705786,0.5622829338317099,0.449677304627908,0.0966206510750646,0.3333333333333333,0.94,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.94
sprint review online,"ock a 2-hour 'focus time' each morning with no external meetings.' •​ 'Set up an automated deployment pipeline by Sprint 5 to eliminate manual errors.' Output: The top 2–3 improvement actions are added directly to the next Sprint Backlog as tasks, ensuring retrospective insights are acted upon. Q45. Discuss Sprint Review System for Online Library Management System What is a Sprint Review? The Sprint Review is an informal working meeting held at the end of each Sprint to inspect the Increment and",Extra Trees,0.130223,0.869777,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,7.906438935755517,3.830105649607956,0.3008705860828788,0.6230944185542108,0.5182500197444222,0.0795594372137075,0.3333333333333333,0.8200000000000001,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.3333333333333333,0.8200000000000001
review product owner,t Owner Review: The Product Owner (and sometimes the user/stakeholder) reviews the implemented feature against the acceptance criteria. 41.​ Acceptance Decision: The Product Owner formally accepts or rejects the story. Rejected stories are returned to the backlog with notes. Why Confirmation Matters: •​ Ensures the feature does exactly what the user/business needs. •​ Prevents subjective interpretation of 'done.' •​ Creates a clear contract between the team and the Product Owner. •​ Links direct,Extra Trees,0.006784,0.993216,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,5.509351991094853,4.237081998514234,1.0544026436755516,0.5941814528950187,0.4513311190189803,0.1158169804132956,0.5384615384615384,0.7285714285714285,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.5384615384615384,0.7285714285714285
agile scrum best," Improve frame rate and graphics engine. •​ Sprint 2: Add two new gameplay mechanics based on feedback. •​ Sprint 3: Fix reported bugs and optimize loading times. Conclusion: Agile Scrum is the best fit because it supports rapid release cycles, accommodates player-driven changes, and promotes a culture of continuous improvement — all critical for a gaming product. Q11. Banking application – security first, then analytics. Fixed requirements. Which model? Recommended Model: Incremental Model (or ",Extra Trees,0.333689,0.666311,Tie,BM25,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.6309297535714575,2,0.3333333333333333,0.1666666666666666,5.525902870026165,3.758465982339706,0.3262354879321574,0.6189709402105456,0.5716364666795031,0.0147251316999409,0.1111111111111111,0.85,10.0,10.0,-0.1666666666666666,Tie,Better,Tie-balanced,Mixed,-0.16666666666666669,False,False,0.1111111111111111,0.85
example shirt size,"nsensus. 2. T-Shirt Size: As described in Q24, T-Shirt sizing assigns relative size labels (XS/S/M/L/XL/XXL) to user stories. Mapping Example: T-Shirt Size Story Points Approx. Effort XS 1 < 1 day S 2 1 day M 5 2–3 days L 8 3–5 days XL 13 1 week XXL 21+ Needs breakdown 3. Three-Point Method (PERT-based): The Three-Point Method estimates effort using three values to account for uncertainty: •​ Optimistic (O): Best-case effort if everything goes well. •​ Pessimistic (P): Worst-case effort if thing",Extra Trees,0.257435,0.742565,Tie,BM25,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,1.0,1,0.5,0.5,4.643865940469908,3.330494568613866,0.0745780701220439,0.526772059493047,0.419887130048482,0.0141013225801381,0.25,0.875,10.0,10.0,-0.5,Tie,Better,Tie-Dense-heavy,Mixed,-0.5,False,False,0.25,0.875
